lecNumber,lecClassName,연계,lecClassification,lecCredit,lecWeekHours,lecProfessor,lecTime,others,연계전공,분반_원본,외국인재학생,국내재학생,체육특기자,재수강용,타학과수강불가,학년,분반_최종
7340-4-0717-01,분석기기론,,전선,3,3,김민경,"월3,수4",,,,,,,,,,
7340-4-0834-01,센서공학,,전선,3,3,오종민,"화3,목4",,,,,,,,,,
7340-4-4165-01,캡스톤설계2,,전선,3,3,하재근,"화7,8,9,10",세미나강의,,,,,,,,,
7340-4-5010-01,전자재료공정실험및설계2,,전선,3,4,김동욱,"금3,4,5",PBL강의,,,,,,,,,
7340-4-5010-02,전자재료공정실험및설계2,,전선,3,4,조원주,"금6,7,8,9",PBL강의,,,,,,,,,
7460-1-7408-01,C프로그래밍응용,,교필,3,3,서창옥,"월6,수5",,,T1,,,,,,,T1
7460-1-7408-02,C프로그래밍응용,,교필,3,3,이찬수,"금5,6",,,T2,,,,,,,T2
7460-1-5032-01,반도체공학개론,,전선,3,3,장재은,"화2,목1",영어50?,,"T1,T2",,,,,,,"T1,T2"
7460-1-5032-02,반도체공학개론,,전선,3,3,장재은,"화1,목2",영어50?,,타과생 수강가능,,,,,,,
I000-1-3362-01,대학영어,,교필,3,3,이진영,"월1,수2",,,"인공지능융합대학 공통 (C1~C9,J5~J8)",,,,,,,"C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8"
I000-1-3362-02,대학영어,,교필,3,3,손영희,"월2,수1",,,,,,,,,,
I000-1-3362-03,대학영어,,교필,3,3,오경애,"월3,수4",,,,,,,,,,
I000-1-3362-04,대학영어,,교필,3,3,오경애,"월4,수3",,,,,,,,,,
I000-1-3362-05,대학영어,,교필,3,3,고현아,"월5,수6",,,,,,,,,,
I000-1-3362-06,대학영어,,교필,3,3,고현아,"월6,수5",,,,,,,,,,
I000-1-3362-07,대학영어,,교필,3,3,유선영,"화1,목2",,,,,,,,,,
I000-1-3362-08,대학영어,,교필,3,3,김은주,"화2,목1",,,,,,,,,,
I000-1-3362-09,대학영어,,교필,3,3,신승한,"화3,목4",,,,,,,,,,
I000-1-3362-10,대학영어,,교필,3,3,신승한,"화4,목3",,,,,,,,,,
I000-1-3362-11,대학영어,,교필,3,3,정지수,"화5,목6",,,,,,,,,,
I000-1-3362-12,대학영어,,교필,3,3,정지수,"화6,목5",,,,,,,,,,
I000-1-3362-13,대학영어,,교필,3,3,목승혜,"금1,2",,,,,,,,,,
I000-1-3362-14,대학영어,,교필,3,3,김연정,"금3,4",,,,,,,,,,
I000-1-2957-01,공학설계입문,,전선,3,3,장진곤,"금5,6",TBL강의,,컴정(C1~C3),,,,,,,"C1,C2,C3"
I000-1-2957-02,공학설계입문,,전선,3,3,임재한,월3,"원격수업50이상,TBL강의",,소프트(C4~C6),,,,,,,"C4,C5,C6"
I000-1-2957-03,공학설계입문,,전선,3,3,최웅철,"월6,수5",TBL강의,,,,,,,,,
I000-1-3674-01,창의설계입문,,전선,3,3,신원경,"월1,수2",영어50?,,정융(C7~C9),,,,,,,"C7,C8,C9"
I000-1-6241-01,로봇학입문,,전선,3,3,이예솝,"화5,목6",TBL강의,,로봇(J5~J8),,,,,,,"J5,J6,J7,J8"
I000-1-9756-01,발명고안디자인,,기선,3,3,박수원,"월1,수2",,,"전정대,공대 합반",,,,,,,
I000-2-1186-01,이산수학,,전선,3,3,유지현,"화6,목5",,,컴정,,,,,,,
I000-2-1186-02,이산수학,,전선,3,3,조민수,"월3,수4",영어50?,,정융,,,,,,,
I000-2-1186-03,이산수학,,전선,3,3,조민수,"월4,수3",영어50?,,정융,,,,,,,
I000-3-0875-01,수치해석,,전선,3,3,심동규,"월3,수4",영어50?,,컴정,,,,,,,
I000-3-0875-02,수치해석,,전선,3,3,최민규,목3,"영어50,원격수업100?",,소프트,,,,,,,
0000-1-4626-11,대학수학및연습2,,교선,3,3,심은화,"월2,수1",,,"인공지능융합대학 공통 (C1~C9,J5~J8)",,,,,,,"C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8"
0000-1-4626-12,대학수학및연습2,,교선,3,3,박정준,"월5,수6",,,,,,,,,,
0000-1-4626-13,대학수학및연습2,,교선,3,3,김동호,"화1,목2",,,,,,,,,,
0000-1-4626-14,대학수학및연습2,,교선,3,3,이현근,목4,원격수업50이상,,,,,,,,,
0000-1-4626-15,대학수학및연습2,,교선,3,3,이현근,목3,원격수업50이상,,,,,,,,,
0000-1-4626-16,대학수학및연습2,,교선,3,3,강우석,"금1,2",,,,,,,,,,
0000-1-4626-17,대학수학및연습2,,교선,3,3,김원주,"금3,4",,,,,,,,,,
0000-1-4626-18,대학수학및연습2,,교선,3,3,연윤정,"금5,6",,,,,,,,,,
0000-1-4625-01,대학수학및연습1,,교선,3,3,박지연,"화7,8,9",,,재수강용,,,,TRUE,,,
0000-1-4627-03,벡터해석학및연습,,교선,3,3,서보윤,"금5,6",,,인융대 1학년,,,,,,1,
0000-2-4970-10,공학수학2,,교선,3,3,돌지,"월4,수3",,,인융대,,,,,,,
0000-2-4970-11,공학수학2,,교선,3,3,박주희,"금1,2",,,,,,,,,,
0000-2-0819-04,선형대수학,,교선,3,3,이강훈,월4,원격수업100?,,소프트 2학년,,,,,,2,
0000-2-0819-05,선형대수학,,교선,3,3,문승현,금5,"영어50,원격수업100?",,,,,,,,,
0000-1-3414-01,대학물리및실험1,,교선,3,4,,"화2,목1,2",,,재수강용,,,,TRUE,,,
0000-1-9884-07,대학물리학2,,교선,3,3,엄화진,"월1,수2",,,"컴정,소프트,로봇
(C1~C6,J5~J8)",,,,,,,"C1,C2,C3,C4,C5,C6,J5,J6,J7,J8"
0000-1-9884-08,대학물리학2,,교선,3,3,이재승,"월5,수6",영어50?,,,,,,,,,
0000-1-9884-09,대학물리학2,,교선,3,3,정란주,"화3,목4",,,,,,,,,,
0000-1-9884-10,대학물리학2,,교선,3,3,임준섭,"화4,목3",,,,,,,,,,
0000-1-9884-11,대학물리학2,,교선,3,3,김윤기,"화5,목6",공대 합반,,,,,,,,,
0000-1-9884-12,대학물리학2,,교선,3,3,김용철,"금3,4",,,,,,,,,,
0000-1-3417-01,대학화학및실험2,,교선,3,4,박세규,"월2,수1,2",PBL강의,,"화학공학
(K1~K2)
컴정,소프트
(C1~C6)",,,,,,,"C1,C2,C3,C4,C5,C6,K1,K2"
0000-1-3417-02,대학화학및실험2,,교선,3,4,손희상,"월2,수1,2",PBL강의,,,,,,,,,
0000-1-3417-03,대학화학및실험2,,교선,3,4,양재규,"월1,2,수2",PBL강의,,"환경공학과(K3) 컴정,소프트 (C1~C6)",,,,,,,"C1,C2,C3,C4,C5,C6,K3"
0000-1-2339-01,고급C프로그래밍,,교선,3,3,김수환,"화3,목4",,,정융(C7~C9),,,,,,,"C7,C8,C9"
0000-1-2339-02,고급C프로그래밍,,교선,3,3,김수환,"화5,목6",,,,,,,,,,
0000-1-3403-01,고급프로그래밍,,교선,3,3,정문호,"월6,수5",,,로봇 2학년 택 1,,,,,,2,
0000-2-3679-01,자바프로그래밍,,교선,3,3,문석재,"월6,수5",,,,,,,,,,
I020-1-4432-01,인공지능과컴퓨팅사고,,교필,3,3,유지현,"월3,수4",,,C1~C3,,,,,,,"C1,C2,C3"
I020-1-2339-01,고급C프로그래밍,,전선,3,4,이우신,"화0,1,2",,,C1~C3,,,,,,,"C1,C2,C3"
I020-1-2339-02,고급C프로그래밍,,전선,3,4,이우신,"수0,1,2",,,,,,,,,,
I020-1-2339-03,고급C프로그래밍,,전선,3,4,이우신,"목0,1,2",,,,,,,,,,
I020-1-4888-01,디지털헬스케어인공지능분석실무,,전선,2,5,최상호,"수7,8,9",원격수업50이상,,집중이수제 교과목,,,,,,,
I020-2-0454-01,디지털논리회로2,,전필,3,3,유지현,"금5,6",영어50?,,,,,,,,,
I020-2-0454-02,디지털논리회로2,,전필,3,3,장진곤,"화2,목1",,,,,,,,,,
I020-2-1462-01,전자회로,,전선,3,3,장진곤,"화1,목2",,,,,,,,,,
I020-2-3703-01,데이터구조설계,,전필,3,3,이기훈,"월4,수3","영어50,PBL강의",,,,,,,,,
I020-2-3703-02,데이터구조설계,,전필,3,3,최상호,"금1,2","영어50,PBL강의",,,,,,,,,
I020-2-3712-01,데이터구조실습,,전선,1,2,최상호,"목7,8",,,,,,,,,,
I020-2-3712-02,데이터구조실습,,전선,1,2,이기훈,"월7,8",,,,,,,,,,
I020-2-3712-03,데이터구조실습,,전선,1,2,이형근,"수7,8",,,,,,,,,,
I020-2-4530-01,어셈블리프로그램설계및실습,,전선,3,4,이형근,"화5,목6,7",,,,,,,,,,
I020-2-4530-02,어셈블리프로그램설계및실습,,전선,3,4,이형근,"화6,7,목5",,,,,,,,,,
I020-2-8087-01,컴퓨터공학기초실험2,,전선,2,4,이혁준,"수0,1,2",,,,,,,,,,
I020-2-8087-02,컴퓨터공학기초실험2,,전선,2,4,이형근,"금0,1,2",,,,,,,,,,
I020-2-8087-03,컴퓨터공학기초실험2,,전선,2,4,신동화,"목0,1,2",,,,,,,,,,
I020-2-8992-01,오픈소스소프트웨어설계및실습,,전선,3,4,신동화,"수0,1,2",영어50?,,,,,,,,,
I020-3-0458-01,디지털신호처리,,전선,3,3,심동규,"월4,수3",영어50?,,,,,,,,,
I020-3-0492-01,마이크로프로세서,,전선,3,3,이성원,"월5,수6",,,,,,,,,,
I020-3-0969-01,알고리즘,,전선,3,3,신동화,월2,"영어50,원격수업50이상",,,,,,,,,
I020-3-0969-02,알고리즘,,전선,3,3,신동화,목4,"영어50,원격수업50이상",,,,,,,,,
I020-3-1110-01,운영체제,,전필,3,3,김태석,"월6,수5",영어50?,,,,,,,,,
I020-3-1110-02,운영체제,,전필,3,3,최상호,목3,"영어50,원격수업50이상",,,,,,,,,
I020-3-1196-01,인공지능,,전선,3,3,이혁준,"화5,목6",,,,,,,,,,
I020-3-1196-02,인공지능,,전선,3,3,최상호,수2,"영어50,원격수업50이상",,,,,,,,,
I020-3-3659-01,운영체제실습,,전선,1,2,김태석,"금5,6",,,,,,,,,,
I020-3-5694-01,경력개발과취업전략,,전선,2,2,이혁준,"화6,7",세미나강의,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
I020-4-3680-01,데이터베이스및데이터시각화,,전선,3,3,이기훈,"월6,수5",영어50?,,,,,,,,,
I020-4-4459-01,인공지능프로그래밍,,전선,3,3,이성원,"월3,수4",,,,,,,,,,
I020-4-8996-01,산학협력캡스톤설계2,,전선,3,3,김태석,"금3,4",TBL강의,,,,,,,,,
I030-1-4432-01,인공지능과컴퓨팅사고,,교필,3,3,이준혁,"월4,수3",,,C4,,,,,,,C4
I030-1-4432-02,인공지능과컴퓨팅사고,,교필,3,3,,"월5,수6",,,C5,,,,,,,C5
I030-1-4432-03,인공지능과컴퓨팅사고,,교필,3,3,김우생,"화1,목2",,,C6,,,,,,,C6
I030-1-5714-01,고급C프로그래밍및설계,,전선,3,3,안우현,"화5,목6",,,C4~C6,,,,,,,"C4,C5,C6"
I030-1-5714-02,고급C프로그래밍및설계,,전선,3,3,이윤구,"월1,수2",,,,,,,,,,
I030-1-5714-03,고급C프로그래밍및설계,,전선,3,3,전원호,"화6,목5",,,,,,,,,,
I030-2-1234-01,진로탐색및설계,,전선,1,2,김용혁,"수7,8",원격수업100?,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
I030-2-1243-01,자료구조,,전필,3,3,박병준,"월6,수5",,,,,,,,,,
I030-2-1243-02,자료구조,,전필,3,3,김용혁,"월5,수6",영어50?,,,,,,,,,
I030-2-1243-03,자료구조,,전필,3,3,김용혁,"월6,수5",영어50?,,,,,,,,,
I030-2-3395-01,시스템소프트웨어,,전선,3,3,안우현,"화4,목3",영어50?,,,,,,,,,
I030-2-3395-02,시스템소프트웨어,,전선,3,3,안우현,"화6,목5",영어50?,,,,,,,,,
I030-2-3405-01,자료구조실습,,전필,2,3,박병준,"월1,2",,,,,,,,,,
I030-2-3405-02,자료구조실습,,전필,2,3,이강훈,"수1,2",,,,,,,,,,
I030-2-3405-03,자료구조실습,,전필,2,3,임재한,"금1,2",,,,,,,,,,
I030-2-7777-01,객체지향프로그래밍,,전선,3,3,김진우,"화5,목6",,,,,,,,,,
I030-3-1196-01,인공지능,,전선,3,3,박병준,화5,원격수업50이상,,,,,,,,,
I030-3-1196-02,인공지능,,전선,3,3,박병준,화6,원격수업50이상,,,,,,,,,
I030-3-1655-01,컴퓨터네트워크,,전선,3,3,최웅철,"월5,수6",,,,,,,,,,
I030-3-1765-01,프로그래밍언어론,,전선,3,3,최영근,"월1,2",,,,,,,,,,
I030-3-3682-01,심화전공실습,,전선,3,4,최민규,"화0,1,2",영어50?,,,,,,,,,
I030-3-3682-02,심화전공실습,,전선,3,4,이윤구,"목0,1,2",,,,,,,,,,
I030-3-3951-01,컴퓨터그래픽스,,전선,3,3,최민규,화5,"영어50,원격수업50이상",,,,,,,,,
I030-3-5474-01,컴퓨터비전,,전선,3,3,이윤구,"월2,수1",영어50?,,,,,,,,,
I030-3-5694-01,경력개발과취업전략,,전선,2,2,임재한,"화6,7",,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
I030-3-8999-01,빅데이터처리및응용,,전선,3,3,문승현,"월4,수3",영어50?,,,,,,,,,
I030-4-3113-01,혼합현실,,전선,3,3,이강훈,"월5,수6",영어50?,,,,,,,,,
I030-4-3874-01,최신정보보안이론,,전선,3,3,김진우,"화6,목5",영어50?,,,,,,,,,
I030-4-8996-01,산학협력캡스톤설계2,,전선,3,3,이동호,"금3,4",세미나강의,,,,,,,,,
I040-1-4432-01,인공지능과컴퓨팅사고,,교필,3,3,,"금1,2",,,C7~C9,,,,,,,"C7,C8,C9"
I040-1-4432-02,인공지능과컴퓨팅사고,,교필,3,3,,"금3,4",,,,,,,,,,
I040-1-3687-01,그래픽디자인,,전선,3,3,김미화,"금5,6",영어50?,,C7~C9,,,,,,,"C7,C8,C9"
I040-2-1243-01,자료구조,,전필,3,3,박재성,"화3,목4",영어50?,,,,,,,,,
I040-2-1243-02,자료구조,,전필,3,3,박재성,"화5,목6",영어50?,,,,,,,,,
I040-2-3663-01,데이터베이스,,전선,3,3,임동혁,"월3,수4",영어50?,,,,,,,,,
I040-2-3689-01,인터랙티브심리학,,전선,3,3,김현경,수2,"영어50,원격수업50이상",,,,,,,,,
I040-2-4141-01,정보디자인프로그래밍,,전선,3,3,박규동,"월4,수3",영어50?,,,,,,,,,
I040-2-6387-01,모바일프로그래밍,,전필,3,3,김준석,"화1,목2",영어50?,,,,,,,,,
I040-2-6387-02,모바일프로그래밍,,전필,3,3,김준석,"화2,목1",영어50?,,,,,,,,,
I040-2-6387-03,모바일프로그래밍,,전필,3,3,김준석,"금3,4",영어50?,,,,,,,,,
I040-2-9637-01,비주얼컴퓨팅,,전선,3,3,김동준,"화4,목3",영어50?,,,,,,,,,
I040-3-3717-01,데이터애널리틱스,,전선,3,3,조민수,목5,"영어50,원격수업50이상",,,,,,,,,
I040-3-4502-01,웹서비스설계및실습,,전선,3,4,박규동,"월0,1,2",영어50?,,,,,,,,,
I040-3-4858-01,가상현실,,전선,3,3,김동준,"금3,4",영어50?,,,,,,,,,
I040-3-4988-01,빅데이터알고리즘,,전선,3,3,임동혁,"월5,수6",영어50?,,,,,,,,,
I040-3-7740-01,HCI와UX평가,,전선,3,3,김현경,"월4,수3",영어50?,,,,,,,,,
I040-3-8566-01,소셜네트워크분석,,전선,3,3,조재희,"월3,수4","영어50,TBL강의",,,,,,,,,
I040-3-9324-01,데이터마이닝,,전선,3,3,이상민,화4,"영어50,원격수업50이상",,,,,,,,,
I040-4-3107-01,인공지능응용,,전선,3,3,이상민,"화3,목4",영어50?,,,,,,,,,
I040-4-3117-01,ICT융합전략,,전선,3,3,조재희,수2,"영어50,원격수업50이상",,,,,,,,,
I040-4-5694-01,경력개발과취업전략,,전선,2,2,김동준,"월6,7",영어50?,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
I040-4-8996-01,산학협력캡스톤설계2,,전선,3,3,신원경,"월2,수1",영어50?,,,,,,,,,
I050-1-7408-01,C프로그래밍응용,,교필,3,3,고철영,"월3,수4",,,J5,,,,,,,J5
I050-1-7408-02,C프로그래밍응용,,교필,3,3,박재철,"월4,수3",,,J6,,,,,,,J6
I050-1-7408-03,C프로그래밍응용,,교필,3,3,남기현,"월6,수5",,,J7,,,,,,,J7
I050-1-7408-04,C프로그래밍응용,,교필,3,3,조영진,"화2,목1",,,J8,,,,,,,J8
I050-2-1647-01,컴퓨터구조,,전선,3,3,박일우,"화5,목6",영어50?,,,,,,,,,
I050-2-1996-01,회로이론2,,전선,3,3,조영진,"월1,수2",영어50?,,,,,,,,,
I050-2-1996-02,회로이론2,,전선,3,3,조영진,"월2,수1",영어50?,,,,,,,,,
I050-2-2004-01,신호및시스템,,전선,3,3,이예솝,"월3,수4",영어50?,,,,,,,,,
I050-2-4041-01,메카니즘해석,,전선,3,3,조황,"목7,8,9","영어50,원격수업100?",,,,,,,,,
I050-2-6246-01,로봇학실험2,,전필,3,4,박광현,"화0,1,2",,,,,,,,,,
I050-2-6246-02,로봇학실험2,,전필,3,4,백주훈,"목0,1,2",,,,,,,,,,
I050-2-6246-03,로봇학실험2,,전필,3,4,박일우,"수5,6,7",,,,,,,,,,
I050-3-1462-01,전자회로,,전선,3,3,서한석,"목6,7,8",영어50?,,,,,,,,,
I050-3-1527-01,제어시스템설계,,전선,3,3,백주훈,"화4,목3",영어50?,,,,,,,,,
I050-3-4989-01,로봇게임세미나24-2,,전선,3,3,박광현,"수7,8,9","영어50,세미나강의",,,,,,,,,
I050-3-5474-01,컴퓨터비전,,전선,3,3,정문호,"월4,수3",영어50?,,,,,,,,,
I050-3-5694-01,경력개발과취업전략,,전선,2,2,오정현,"월6,7",,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
I050-3-6539-01,로봇학실험4,,전필,3,4,최용훈,"월0,1,2",,,,,,,,,,
I050-3-6539-02,로봇학실험4,,전필,3,4,양우성,"수0,1,2",,,,,,,,,,
I050-3-6539-03,로봇학실험4,,전필,3,4,오정현,"화5,6,7",,,,,,,,,,
I050-3-6568-01,모터제어,,전선,3,3,박일우,"화3,목4",영어50?,,,,,,,,,
I050-3-8089-01,로봇제어,,전선,3,3,양우성,"월3,수4",영어50?,,,,,,,,,
I050-3-9151-01,기계학습,,전선,3,3,박광현,"월5,수6",영어50?,,,,,,,,,
I050-4-3677-01,강화학습,,전선,3,3,백주훈,"월4,수3",영어50?,,,,,,,,,
I050-4-4163-01,캡스톤설계,,전선,3,3,오정현,"수6,7,8","영어50,PBL강의",,,,,,,,,
I050-4-4749-01,고급로봇설계,,전선,3,3,남재광,"월6,수5",영어50?,,,,,,,,,
I050-4-6906-01,로봇내비게이션,,전선,3,3,오정현,"화3,목4",영어50?,,,,,,,,,
I060-1-4278-01,지능형로봇의이해,,전선,2,2,최용훈,"금5,6",원격수업100(강의실에서 진행),,,,,,,,,
I060-1-4287-01,로봇명사와의만남,,전선,2,2,정문호,"금1,2",원격수업100(강의실에서 진행),,,,,,,,,
I060-1-4288-01,기초로봇수학,,전선,3,3,최주엽,"월1,수2",,,,,,,,,,
I060-2-4024-01,AI프로그래밍,,전선,3,3,최용훈,"화3,목4",,,,,,,,,,
I060-2-4025-01,로봇기초설계,,전선,3,3,남재광,"화4,목3",,,,,,,,,,
I060-2-4485-01,모바일로봇의이해,,전선,3,3,정문호 황용원,"금3,4","TBL강의,팀티칭강의",,,,,,,,,
I060-2-9158-01,데이터사이언스개론,,전선,3,3,장남수,"금5,6",,,,,,,,,,
I060-4-4486-01,협동로봇실습,,전선,3,4,김율희,"수5,6,7",,,,,,,,,,
I060-4-4487-01,로봇기업경영,,전선,3,3,김율희,"금3,4",PBL강의,,,,,,,,,
1000-1-3362-01,대학영어,,교필,3,3,조성은,"월3,수4",,,"공과대학 공통
(A1~A2,K1~K3)",,,,,,,"A1,A2,K1,K2,K3"
1000-1-3362-02,대학영어,,교필,3,3,손가연,"화1,목2",,,,,,,,,,
1000-1-3362-03,대학영어,,교필,3,3,손가연,"화2,목1",,,,,,,,,,
1000-1-3362-04,대학영어,,교필,3,3,오경애,"화3,목4",,,,,,,,,,
1000-1-3362-05,대학영어,,교필,3,3,정지수,"화4,목3",,,,,,,,,,
1000-1-3362-06,대학영어,,교필,3,3,박용준,"화6,목5",,,,,,,,,,
1000-1-8610-01,프로그래밍기초,,교필,3,3,정태원,"화5,목6",,,건축(A1),,,,,,,A1
1000-1-8610-02,프로그래밍기초,,교필,3,3,이슬기,"금1,2",,,건공(A2),,,,,,,A2
1000-1-8610-03,프로그래밍기초,,교필,3,3,윤대열,"금3,4",,,화공(K1),,,,,,,K1
1000-1-8610-04,프로그래밍기초,,교필,3,3,김지명,"금3,4",,,화공(K2),,,,,,,K2
1000-1-8610-05,프로그래밍기초,,교필,3,3,염귀덕,"금5,6",,,환경(K3),,,,,,,K3
1000-1-9756-01,발명고안디자인,,기선,3,3,박수원,"월1,수2",융합강의,,"전정대,인융대 합반",,,,,,,
1000-2-8584-01,창업프로세스와지식재산권,,전선,3,3,이경학,"화5,6",,,,,,,,,,
1000-3-3270-01,전자및에너지재료공학,,전선,3,3,손희상,"금3,4",영어50?,,전정대 합반,,,,,,,
1000-3-3766-01,신소재의원리와응용,,전선,3,3,손희상,,"영어100,원격수업100,외국인전용",,전정대 합반 외국인만 수강가능,True,False,,,,,
1000-3-8831-01,기술창업전략및실습,,전선,3,3,손희상,"월7,8,9",창업교과목,,,,,,,,,
0000-1-4626-19,대학수학및연습2,,교선,3,3,전성희,"월4,수3",,,"건축,화공,환경
(A1,K1~K3)",,,,,,,"A1,K1,K2,K3"
0000-1-4626-20,대학수학및연습2,,교선,3,3,권윤기,"월5,수6",,,,,,,,,,
0000-1-4626-21,대학수학및연습2,,교선,3,3,류송분,"금1,2",,,,,,,,,,
0000-1-4625-01,대학수학및연습1,,교선,3,3,박지연,"화7,8,9",,,재수강용,,,,TRUE,,,
0000-1-4625-02,대학수학및연습1,,교선,3,3,조향감,"월1,수2",,,건축공학(A2),,,,,,,A2
0000-1-4627-04,벡터해석학및연습,,교선,3,3,엄태관,"금3,4",,,공대 1학년,,,,,,1,
0000-2-4970-12,공학수학2,,교선,3,3,김연수,"월6,수5",영어100?,,화공 2학년,,,,,,2,
0000-2-4969-01,공학수학1,,교선,3,3,김재요,"월3,수4",,,건축공학 2학년,,,,,,2,
0000-3-1942-01,확률및통계,,교선,3,3,김태균,목1,"영어50,원격수업100?",,건축공학(A2),,,,,,,A2
0000-1-3414-01,대학물리및실험1,,교선,3,4,,"화2,목1,2",,,재수강용,,,,TRUE,,,
0000-1-3417-01,대학화학및실험2,,교선,3,4,박세규,"월2,수1,2",PBL강의,,"화학공학
(K1~K2)
컴정,소프트
(C1~C6)",,,,,,,"C1,C2,C3,C4,C5,C6,K1,K2"
0000-1-3417-02,대학화학및실험2,,교선,3,4,손희상,"월2,수1,2",PBL강의,,,,,,,,,
0000-1-3417-03,대학화학및실험2,,교선,3,4,양재규,"월1,2,수2",PBL강의,,"환경공학과(K3) 컴정,소프트 (C1~C6)",,,,,,,"C1,C2,C3,C4,C5,C6,K3"
0000-1-6527-01,대학생물및실험,,교선,3,4,이택,"월5,6,7",영어50?,,"화공
(K2)",,,,,,,K2
1140-1-2957-01,공학설계입문,,전선,3,3,김영훈,"월6,수5",TBL강의,,"K1,K2",,,,,,,"K1,K2"
1140-2-0586-01,물리화학,,전선,3,3,윤도영,"월2,수1",PBL강의,,,,,,,,,
1140-2-1136-01,유기화학2,,전선,3,3,이기원,"월4,수3",,,,,,,,,,
1140-2-1234-01,진로탐색및설계,,전선,1,2,김연수,"목3,4",원격수업100?,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
1140-2-2875-01,생명공학,,전선,3,3,이택,"금3,4",영어50?,,,,,,,,,
1140-2-4029-01,에너지전기화학,,전선,3,3,박세규,"월5,수6","영어50,세미나강의",,,,,,,,,
1140-2-4941-01,화공기초이론및실험2,,전필,3,4,김영훈,"목0,1,2",,,,,,,,,,
1140-2-4941-02,화공기초이론및실험2,,전필,3,4,박세규,"금0,1,2",영어50?,,,,,,,,,
1140-2-4941-03,화공기초이론및실험2,,전필,3,4,박철환,"화0,1,2",영어50?,,,,,,,,,
1140-3-0213-01,공정제어,,전선,3,3,김연수,"월1,수2",PBL강의,,,,,,,,,
1140-3-0523-01,무기공업화학,,전선,3,3,손희상,"금5,6",영어50?,,,,,,,,,
1140-3-2009-01,열전달,,전선,3,3,윤도영,"월4,수3",PBL강의,,,,,,,,,
1140-3-2081-01,화공열역학2,,전선,3,3,김영훈,"월5,수6",,,,,,,,,,
1140-3-4030-01,표면반응공학,,전선,3,3,손희상,"수7,8,9",영어50?,,,,,,,,,
1140-3-4942-01,단위조작이론및실험2,,전필,3,4,손희상,"금0,1,2",영어50?,,,,,,,,,
1140-3-4942-02,단위조작이론및실험2,,전필,3,4,윤도영,"화0,1,2",,,,,,,,,,
1140-3-4942-03,단위조작이론및실험2,,전필,3,4,이택,"목0,1,2",영어50?,,,,,,,,,
1140-3-5480-01,산업생물공학,,전선,3,3,유하영,"월6,7,8","영어50,PBL강의",,,,,,,,,
1140-3-9721-01,캡스톤설계기초,,전선,3,3,박철환,"화5,6","영어50,PBL강의",,,,,,,,,
1140-4-1128-01,유기공업화학,,전선,3,3,김대흠,"월6,수5",,,,,,,,,,
1140-4-9176-01,분리공정,,전선,3,3,박세규,"금5,6","영어50,원격수업50이상,세미나강 의",,,,,,,,,
1140-4-9177-01,고분자공정이론및실험,,전선,3,4,김대흠,"목5,6,7",,,,,,,,,,
1140-4-9177-02,고분자공정이론및실험,,전선,3,4,이기원,"화5,6,7",,,,,,,,,,
1160-2-1234-01,진로탐색및설계,,전선,1,2,장민,"월7,8",원격수업100?,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
1160-2-1960-01,환경유기화학,,전선,3,3,장민,"월5,6",영어50?,,,,,,,,,
1160-2-3131-01,환경반응공학,,전선,3,3,장윤영,"화3,목4",영어70?,,,,,,,,,
1160-2-4880-01,수리학,,전선,3,3,이영수,"목5,6",영어50?,,,,,,,,,
1160-2-5485-01,환경분석실험,,전선,3,4,종초은,"화5,6,7",영어50?,,,,,,,,,
1160-2-8494-01,환경전산프로그래밍및실습,,전선,3,3,유경선,"화4,목3",영어50?,,,,,,,,,
1160-2-8495-01,환경경제학,,전선,3,3,강선홍,"월3,수4",영어50?,,,,,,,,,
1160-3-0404-01,대기오염방지시설설계,,전선,3,3,유경선,"화3,목4",영어50?,,,,,,,,,
1160-3-0861-01,수질관리,,전필,3,3,이영수,"금3,4",영어50?,,,,,,,,,
1160-3-2750-01,오염토양정화기술,,전필,3,3,장윤영,"화4,목3",영어70?,,,,,,,,,
1160-3-4662-01,폐기물처리공학,,전선,3,3,양재규,"월3,수4",영어50?,,,,,,,,,
1160-3-5018-01,생물학적수처리,,전필,3,3,강선홍,"월4,수3",영어50?,,,,,,,,,
1160-3-5020-01,환경공정실험,,전선,3,4,최유림,"목5,6,7",영어50?,,,,,,,,,
1160-3-5694-01,경력개발과취업전략,,전선,2,2,이영수,"수6,7",영어50?,,"타학과생(다전공생 포함)
수강불가",,,,,FALSE,,
1160-3-8497-01,환경플랜트실무,,전선,3,3,,"금5,6",PBL강의,,,,,,,,,
1160-4-4070-01,환경생태공학,,전선,3,3,코두루,"월4,수3",영어100?,,,,,,,,,
1160-4-4163-01,캡스톤설계,,전선,3,3,장민,"수5,6","영어50,TBL강의",,,,,,,,,
1160-4-8500-01,환경Issue발표및연습,,전선,3,3,이영수,"화5,6","영어50,세미나강의",,,,,,,,,
