Unnamed: 0,순번,yaer,semester,lecTheme,lecClassification,lecName,lecCredit,lecProfessor,percentageOfOnline,canTakeBunBan,majorRecogBunBan,이러닝_담당교수,lecNumber,Overview,representCompetency,learningGoalNmethod,출석,중간고사,기말고사,과제보고서,수업태도,Quiz,기타1,isTBL,isPBL,isSeminar,isSmall,isConvergence,isTeamTeaching,canTakeForeignPeople,isELearning,isExperimentDesign,isFocus,experimentPracticals,foreignLanguage,isArt,error,lecClassroom,lecTime,lecWeekTime,evaluationRatio
27.0,28.0,24.0,여름학기,사회와경제,교선,현대사회와법률,3.0,한재경,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,0000-2-4508-01,본 교과목은 일상에서 발생할 수 있는 각종 법률 분쟁의 종류를 이해하고 그에 대한 해결방안을 제시하는 것을 주된 내용으로 한다. 특히 가족간에 발생할 수 있는 재산과 관련된 분쟁에서 부터 시작하여 대학생활 중 겪을 수 있는 범죄와 수사기관에서의 대처방식 각종 돈(빌려준 돈 아르바이트임금 전세보증금 등)과 관련하여 겪을 수 있는 분쟁을 어떻게 법적으로 쉽게 받아낼 수 있는지에 대한 방안을 학습한다. 더나가 부동산과 관련해서 반드시 알고 있어야 할 권리분석문제 및 임대차시 주의사항 등을 살펴볼 것이다. 이외에도 실생활에서 필요한 교통사고 대처방안 등도 차례로 학습하게 될 것이다.,,대학과정은 사회생활을 준비하는 중요한 과정이다. 한 국가의 사회구성원으로서 사회생활을 제대로 영위하기 위해서는 그 국가를 지탱하기 위하여 운영되고 있는 법률을 올바로 인식하고 있어야 한다. 오늘날과 같이 고도로 발달하는 사회를 지탱하는 구심점으로서의 法의 중요성은 ''사회생활은 곧 법생활''이라고 표현될 정도에 이르렀다. 따라서 본 수업은 사회교양인으로서 기본적으로 갖추어야 할 법지식을 학생들에게 전달함으로써 사회적 법약자에서 건전한 법상식가로서의 광운인 배출을 그 목적으로 한다.,10.0,0.0,60.0,30.0,0.0,0.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,한울B104,"(1:1),(1:2),(2:1),(2:2),(3:1),(3:2),(4:1),(4:2)",12.0,"10.0,0.0,60.0,30.0,0.0,0.0,0.0"
28.0,29.0,24.0,여름학기,화학,교선,대학화학및실험1,3.0,손희상,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,7000-1-3415-01,본 강의를 통해 원자 분자 이온 등 물질을 이루는 최소 단위에 대한 이해와 원소들의 주기적인 성질 및 특성을 공부한다. 또한 용액의 성질 화학평형 및 화학결합의 기본 개념에 대하여 학습한다.,,"1. 화학에 대한 전반적인 이해를 통해 그 지식과 이론을 응용할 수 있는 능력을 배양한다. 
2. 응용과학 분야 중에서 가장 기본적이고 응용성이 넓은 화학의 이해 및 이의 실험을 통하여 자연과학 및 공학분야의 기본적인 자료를 이해하고 분석할 수 있는 능력을 배양한다. 
3. 모든 이공계의 기초인 화학의 기본적인 개념 및 이해를 통해 그와 관련된 실험을 계획하고 수행할 수 있는 능력을 배양한다. 
4. 화학을 생활에 응용할 때 나타나는 문제들을 인식하고 해결할 수 있는 능력을 배양한다.",10.0,30.0,35.0,10.0,15.0,0.0,0.0,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,비마405,"(1:1),(1:3),(2:1),(2:3),(3:1),(3:3),(4:1),(4:3)",12.0,"10.0,30.0,35.0,10.0,15.0,0.0,0.0"
29.0,30.0,24.0,여름학기,물리,교선,대학물리및실험1,3.0,최진성,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,,7000-1-3414-01,자연과학과 공학을 이해하는데 기초가 되는 물리학에 대한 이해와 응용에 대해 강의한다.,,"1. 역학에 대한 기본 개념을 익힌다.
2. 물리현상에 대한 수학적 표현 방법에 대해 배운다. 
3. 자연현상을 설명하기 위해 단순화하고 이를 바탕으로 물리적 수학적 방법으로 표현을 한다.",10.0,30.0,30.0,10.0,0.0,0.0,20.0,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,비마429,"(1:1),(1:4),(2:1),(2:4),(3:1),(3:4),(4:1),(4:4)",12.0,"10.0,30.0,30.0,10.0,0.0,0.0,20.0"
31.0,32.0,24.0,여름학기,,전필,국제비즈니스영어,3.0,황정미,50.0,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4","B5,B6",,5100-2-3295-01,비즈니스영어의 기본 개념을 읽기와 쓰기를 통해 익히고 아울러 무역현장에서 사용되는 실무영어의 듣기와 말하기에도 능통하도록 훈련한다.,,실무영어를 읽기 듣기 쓰기 말하기 4대영역을 통해 훈련하고 다져나가는 과정이며 기업체및 실무현장과 관련한 가상상황을 교재를 통해 숙지한 후 과제로 직접해봄으로써 실제 현장에서 발생할수있는 다양한 상황에 대응할수있는 능력배양에 그 목적이 있다.,20.0,0.0,50.0,30.0,0.0,0.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,한울311,"(1:3),(1:4),(2:3),(2:4),(3:3),(3:4),(4:3),(4:4)",12.0,"20.0,0.0,50.0,30.0,0.0,0.0,0.0"
32.0,33.0,24.0,여름학기,,전필,무역상무,3.0,홍의,100.0,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4","B5,B6",,5100-2-5576-01,무역실무는 국제무역현상을 상관습과 국제규칙 국내외의 법적 제도적 측면에서 살펴보는 과목이다. 그리고 이러한 현상을 설명하기 위해 국제무역법규를 파악하고 무역거래와 관련된 결제 운송 보험 관세 등에 대해 학습한다.,,FTA시대를 맞이하여 급변하는 복잡한 무역환경하에서 국제무역거래를 보다 효율적으로 수행할 수 있는 창의적인 능력의 배양을 목표로 한다,20.0,40.0,40.0,0.0,0.0,0.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,미지정,(6:3),3.0,"20.0,40.0,40.0,0.0,0.0,0.0,0.0"
33.0,34.0,24.0,여름학기,,전선,노동법사례연습,3.0,이준희,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4","L1,L2,L3",,F030-3-5280-01,개별적 근로관계법과 집단적 노사관계법 등 노동법 전체 범위에서 주요 판례를 활용하여 작성한 사례를 실제로 풀어보고 풀이 결과에 대하여 발표한 후 교수자가 핵심 쟁점과 풀이방법에 대해 해설하는 방법을 통하여 수강생이 법학분야 사례풀이 방법을 습득하고 주요 판례와 이론에 대한 지식을 체계화하도록 함.,,"노동법 사례문제 해결능력을 향상시키는 것은 물론 노동법이 현실 노사관계에서 구현되는 모습을 실체적으로 학습하는 것을 목적으로 함. 또한 1학기에 노동법1을 수강한 학생들이 강의 내용과 연계된 주요 실제 사례에 대한 해결능력을 집중적으로 향상시킬 기회를 제공하고 9월에 계획되어 있는 공인노무사 2차 실기시험을 학교 교과과정과 연계하여 대비할 수 있는 기회를 마련하고자 함. 

 ① 교수자가 주요 판례를 활용하여 학습목적에 맞춰 가공한 사례문제를 정해진 시간 동안 실제로 풀어보고 ② 일부 학생을 선정하여 발표하도록 하며 ③ 교수자가 해당 사례의 주요 쟁점과 풀이방법 관련된 판례와 이론 등을 최종 정리하는 방식으로 진행",10.0,35.0,35.0,0.0,10.0,10.0,0.0,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,한울310,"(1:2),(1:3),(2:2),(2:3),(3:2),(3:3),(4:2),(4:3)",12.0,"10.0,35.0,35.0,0.0,10.0,10.0,0.0"
34.0,35.0,24.0,여름학기,,전선,OTT미디어와데이터사이언스,3.0,김상연,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4","M1,M2",,xxxx-1-M6mZ-06,,,,,,,,,,,,,,,,,,,,,,,,check,,,,"nan,nan,nan,nan,nan,nan,nan"
35.0,36.0,24.0,여름학기,,전선,미디어리터러시,3.0,정일권,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4","M1,M2",,xxxx-5-9otu-08,,,,,,,,,,,,,,,,,,,,,,,,check,,,,"nan,nan,nan,nan,nan,nan,nan"
36.0,37.0,24.0,여름학기,,전선,실용영어연습1,3.0,김연정,50.0,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4","R4,R5",,3210-2-5995-01,비즈니스 실무에 필요한 관용적 영어표현들을 듣기 및 동영상 시청 등을 이용 여러 가상적 상황들을 통해 연습하고 익히며 이를 응용하여 비즈니스 상황에 필요한 영어의 말하기 듣기 읽기 쓰기를 집중적으로 연습한다. 이러한 과정을 통해 사회에 진출하여 수행하는 업무나 기업 현장 문화 현장 통상 관련 업무 국제 행사 현장 등에서 적합하고 능숙한 영어능력과 업무 대처능력을 구비하도록 훈련한다.,,글로벌 시대에 걸맞은 비즈니스 실무에 필요한 효율적이면서도 품격있는 비즈니스 영어를 익히고 실제 업무 수행 현장에서도 활용할 수 있는 다양한 영어 능력을 갖출 수 있도록 연습하며 이러한 언어능력을 기반으로 업무 현장에서의 상황 대처 및 문제 해결 능력도 함께 도모하도록 한다. (동영상 녹화 수업 50% + 대면 수업 50%),20.0,30.0,30.0,5.0,5.0,10.0,0.0,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,한울303,"(1:2),(1:3),(2:2),(2:3),(3:2),(3:3),(4:2),(4:3)",3.0,"20.0,30.0,30.0,5.0,5.0,10.0,0.0"
37.0,38.0,24.0,여름학기,,전선,JLPT일본어(3급문법),3.0,김덕미,50.0,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4","R4,R5",,xxxx-2-xqaF-03,,,,,,,,,,,,,,,,,,,,,,,,check,,,,"nan,nan,nan,nan,nan,nan,nan"
38.0,39.0,24.0,여름학기,,전선,실전중국어연습1,3.0,김수정,50.0,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4","R4,R5",,xxxx-5-fdrp-00,,,,,,,,,,,,,,,,,,,,,,,,check,,,,"nan,nan,nan,nan,nan,nan,nan"
39.0,40.0,24.0,여름학기,,전선,HSK연습1,3.0,이명숙,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4","R4,R5",,xxxx-8-F6T4-08,,,,,,,,,,,,,,,,,,,,,,,,check,,,,"nan,nan,nan,nan,nan,nan,nan"
40.0,41.0,24.0,여름학기,,전선,취업비즈니스일본어,3.0,성호현,50.0,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4","R4,R5",,xxxx-4-9JY4-05,,,,,,,,,,,,,,,,,,,,,,,,check,,,,"nan,nan,nan,nan,nan,nan,nan"
41.0,42.0,24.0,여름학기,,전선,클라우드컴퓨팅,3.0,최웅철,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4","C4,C5,C6",,I030-2-4748-01,"******* 본과목은 기본적으로 온라인 녹화 강의임 (아래 강의 운영방식과 무관하게 온라인 녹화 강의임) *******
******* 아래 내용에 해당하는지 잘 보고 수강신청 바랍니다. *********************************************
******************************************************************************************************
(1) 본인 소유 PC또는 노트북 컴퓨터가 없는 경우 수업이 안되니 수강신청 하지 말기 바랍니다.
(2) 최소 Ubuntu/CentOS linux 를 사용해보지 않은 학생및 프로그래밍 능력 중급이상이 아닌 학생은 수강하지 말기 바랍니다.
 (강의 실습을 전혀 따라오지 못합니다. 이에 따라 성적이 좋지 않음)
(3) 강의는 각자 PC(또는 노트북 컴퓨터)를 사용하여 실습한 것을 누적적으로 사용하여 진행되므로
 기본적으로 온라인 녹화 강의입니다. 
(4) 성적은 기준성적이하인 경우는 학생수와는 무관하게 상대평가함.
********************************************************************************************

- 기본적으로 본 과목은 정규 강의를 위한 실험적 과목입니다.
- 본 과목은 4차 산업혁명 시대의 핵심 기술중 하나인 클라우드 컴퓨팅을 학습하는 과목으로 실습과목입니다.
- 위 언급한 기본 배경이 없는 상태로 수강신청하는 것은 아무 도움이 되지 못하니 단순히 호기심으로만 신청하지 말길 바랍니다.

- 클라우드 컴퓨팅은 현재 업계에서 매우 필요로 하는 지식이자 기술로서 전공자인 경우 배워서 바로 쓸 수 있는 좋은 기회입니다.
- 본 과목에서는 아마존 amazon aws와 마이크로소프트의 azure를 실습합니다.
- 시험은 기말고사를 온라인으로 할 예정이며 어떤 부정 행위도 바로 'F' 처리합니다.
 통상 상위권 학생들의 점수 단계가 매우 조밀할 수 있으므로 
 좋은 성적을 받기 위해서는 제한된 시간내에 과정중에 배운 내용을 잘 실행할 수 있도록
 숙련된 실력이 필요합니다. 바로바로 실행할 수 있도록하고 인터넷 환경이므로 본의아니게 문제 생기는 경우도 있으나
 이것은 어쩔 수 없으므로 이에 대한 대비도 각자 하기 바랍니다.
- 성적 평가를 위하여 시험 외에 과제 등이 추가 될 수 있습니다.
- 본 과목에서 배우는 내용은 여러분의 이력서를 빛나게 해주며 보다 나은 인턴이나 취업에 도움이 되는 내용입니다.",,#NAME?,10.0,0.0,70.0,20.0,0.0,0.0,0.0,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,uncheck,새빛301,"(1:1),(1:2),(2:1),(2:2),(3:1),(3:2),(4:1),(4:2)",3.0,"10.0,0.0,70.0,20.0,0.0,0.0,0.0"
42.0,43.0,24.0,여름학기,,교선,기업경영과비즈니스전략,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,한양대학교 김아라,0000-1-6997-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
43.0,44.0,24.0,여름학기,,교선,상상과창조,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,한양대학교 유영만,0000-1-5706-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
44.0,45.0,24.0,여름학기,,교선,채움과비움:나이듦의인문학적이해,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,한양대학교 윤성호,0000-2-9266-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
45.0,46.0,24.0,여름학기,,교선,문화행정론:문화예술로행복한나라만들기,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,한양대학교 김정수,0000-1-4747-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
46.0,47.0,24.0,여름학기,,교선,빅데이터시대의ESG트렌드,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,한양대학교 김성희,0000-2-4655-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
47.0,48.0,24.0,여름학기,,교선,언어의품격:언어바르고품위있게사용하기,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,한양대학교 전은진,0000-2-4656-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
48.0,49.0,24.0,여름학기,,교선,문화콘텐츠스토리텔링전략,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,한양대학교 송화,0000-1-6061-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
49.0,50.0,24.0,여름학기,,교선,문화기술과사회변동,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,한양대학교 두일철,0000-1-6581-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
50.0,51.0,24.0,여름학기,,교선,저작권과스마트폰의이해,2.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,건국대학교 정연덕,0000-1-8129-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
51.0,52.0,24.0,여름학기,,교선,미래소비사회와상품,2.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,건국대학교 김시월,0000-1-3535-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
52.0,53.0,24.0,여름학기,,교선,21세기기업의인재상,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,광운대학교 김정권,0000-1-7000-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
53.0,54.0,24.0,여름학기,,교선,색채심리와현대생활,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,광운대학교 김문석,0000-2-6999-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
54.0,55.0,24.0,여름학기,,교선,글로벌시대의예술과가치,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,광운대학교 도승연,0000-2-6580-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
55.0,56.0,24.0,여름학기,,교선,생활속의계약과협상,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,광운대학교 심상렬,0000-1-7475-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
56.0,57.0,24.0,여름학기,,교선,전략적의사결정과문제해결,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,광운대학교 박종구,0000-2-7476-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
57.0,58.0,24.0,여름학기,,교선,행복한금융생활,3.0,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,L1,L2,L3,V1,V2,V3,V4",,광운대학교 송영출,0000-1-9469-01,,,,,,,,,,,,,,,,,,,,,,,,uncheck,,,,"nan,nan,nan,nan,nan,nan,nan"
